spend_id,campaign_id,spend_date,daily_spend,impressions,clicks,conversions,cpc,ctr
889,19,2023-03-27,1259.92,1851,41,1,30.73,0.0225
890,19,2023-03-28,933.92,7877,940,113,0.99,0.1194
891,19,2023-03-29,1323.17,5879,572,73,2.31,0.0974
892,19,2023-03-30,1305.54,1554,184,18,7.1,0.1189
893,19,2023-03-31,1309.97,5130,538,33,2.43,0.105
894,19,2023-04-01,858.15,3916,468,28,1.83,0.1197
895,19,2023-04-02,1376.9,2866,58,4,23.74,0.0206
896,19,2023-04-03,1192.84,6218,292,15,4.09,0.047
897,19,2023-04-04,1356.22,2092,94,6,14.43,0.0452
898,19,2023-04-05,829.13,1410,85,9,9.75,0.061
899,19,2023-04-06,1470.39,7178,377,36,3.9,0.0525
900,19,2023-04-07,835.66,4861,544,64,1.54,0.112
901,19,2023-04-08,1271.53,5337,261,38,4.87,0.0489
902,19,2023-04-09,1128.66,2121,195,16,5.79,0.0921
903,19,2023-04-10,1184.91,7090,791,55,1.5,0.1116
904,19,2023-04-11,1324.6,3822,187,17,7.08,0.049
905,19,2023-04-12,1239.78,640,60,2,20.66,0.0944
906,19,2023-04-13,1015.54,2588,87,4,11.67,0.034
907,19,2023-04-14,1489.01,3605,211,29,7.06,0.0588
908,19,2023-04-15,1193.15,6746,429,35,2.78,0.0637
909,19,2023-04-16,961.96,6498,526,23,1.83,0.0811
910,19,2023-04-17,1197.1,3404,245,33,4.89,0.0721
911,19,2023-04-18,924.33,7917,200,17,4.62,0.0254
912,19,2023-04-19,1283.0,2560,59,7,21.75,0.0231
913,19,2023-04-20,1382.24,3204,64,2,21.6,0.0202
914,19,2023-04-21,1371.41,2764,275,39,4.99,0.0997
915,19,2023-04-22,957.2,3560,355,51,2.7,0.0998
916,19,2023-04-23,1496.32,7414,663,70,2.26,0.0894
917,19,2023-04-24,846.33,6392,440,60,1.92,0.0689
918,19,2023-04-25,896.38,4801,258,12,3.47,0.0538
919,19,2023-04-26,1490.22,2623,157,23,9.49,0.06
920,19,2023-04-27,878.64,2343,84,10,10.46,0.0363
921,19,2023-04-28,1038.03,1782,113,7,9.19,0.0638
922,19,2023-04-29,1214.86,1671,171,6,7.1,0.1026
923,19,2023-04-30,1502.67,7229,541,29,2.78,0.0749
924,19,2023-05-01,1004.22,4189,386,38,2.6,0.0923
925,20,2024-01-09,387.1,7922,797,86,0.49,0.1007
926,20,2024-01-10,551.43,5149,467,16,1.18,0.0909
927,20,2024-01-11,403.13,3890,246,7,1.64,0.0635
928,20,2024-01-12,498.84,2464,230,11,2.17,0.0936
929,20,2024-01-13,380.39,7688,677,90,0.56,0.0881
930,20,2024-01-14,377.31,6402,243,19,1.55,0.038
931,20,2024-01-15,342.08,739,58,4,5.9,0.0791
932,20,2024-01-16,474.95,2857,121,16,3.93,0.0425
933,20,2024-01-17,545.73,6347,721,31,0.76,0.1137
934,20,2024-01-18,426.69,1252,67,9,6.37,0.0538
935,20,2024-01-19,410.96,1350,38,3,10.81,0.0286
936,20,2024-01-20,314.54,1871,86,12,3.66,0.0463
937,20,2024-01-21,344.33,3178,109,4,3.16,0.0345
938,20,2024-01-22,496.05,1220,99,7,5.01,0.0817
939,20,2024-01-23,549.13,1317,105,9,5.23,0.0803
940,20,2024-01-24,319.1,2414,126,8,2.53,0.0522
941,20,2024-01-25,556.79,6558,412,60,1.35,0.0629
942,20,2024-01-26,423.57,6535,603,63,0.7,0.0923
943,20,2024-01-27,413.18,6641,292,18,1.42,0.044
944,20,2024-01-28,407.8,2757,141,7,2.89,0.0513
945,20,2024-01-29,551.95,2284,86,2,6.42,0.0378
946,20,2024-01-30,452.56,5412,109,6,4.15,0.0202
947,20,2024-01-31,517.65,5536,625,42,0.83,0.113
948,20,2024-02-01,542.98,4985,555,25,0.98,0.1114
949,20,2024-02-02,501.26,6191,190,19,2.64,0.0308
950,20,2024-02-03,349.95,5132,212,7,1.65,0.0414
951,20,2024-02-04,466.44,5994,654,65,0.71,0.1091
952,20,2024-02-05,490.69,4796,398,42,1.23,0.0831
953,20,2024-02-06,446.86,7937,447,39,1.0,0.0564
954,20,2024-02-07,340.77,4193,478,33,0.71,0.1141
955,20,2024-02-08,324.32,7160,420,50,0.77,0.0587
956,20,2024-02-09,446.9,6201,692,47,0.65,0.1117
957,20,2024-02-10,477.64,5787,237,31,2.02,0.0411
958,20,2024-02-11,368.34,4766,460,21,0.8,0.0966
959,20,2024-02-12,399.48,6606,688,43,0.58,0.1042
960,20,2024-02-13,445.04,2380,48,4,9.27,0.0206
961,20,2024-02-14,395.5,2435,174,16,2.27,0.0716
962,20,2024-02-15,447.17,7923,289,34,1.55,0.0365
963,20,2024-02-16,444.0,7531,485,47,0.92,0.0644
964,20,2024-02-17,353.27,2739,153,22,2.31,0.056
965,20,2024-02-18,541.61,5855,567,38,0.96,0.097
966,20,2024-02-19,350.16,1650,112,13,3.13,0.0683
967,20,2024-02-20,480.02,1339,54,3,8.89,0.0407
968,20,2024-02-21,349.91,6992,608,43,0.58,0.087
969,20,2024-02-22,365.24,3395,102,3,3.58,0.0302
970,20,2024-02-23,354.03,3995,115,3,3.08,0.0289
971,20,2024-02-24,364.75,2327,138,14,2.64,0.0594
972,20,2024-02-25,450.58,1459,116,7,3.88,0.0797
973,20,2024-02-26,400.04,4787,150,5,2.67,0.0313
974,20,2024-02-27,563.87,4639,295,18,1.91,0.0636
975,20,2024-02-28,331.45,2346,193,27,1.72,0.0826
976,20,2024-02-29,564.34,6416,515,48,1.1,0.0803
977,20,2024-03-01,425.58,5283,365,28,1.17,0.0692
978,20,2024-03-02,491.47,7300,327,41,1.5,0.0449
979,20,2024-03-03,548.59,511,56,3,9.8,0.1109
980,20,2024-03-04,541.12,1324,85,3,6.37,0.0644
981,20,2024-03-05,415.93,4852,328,19,1.27,0.0678
982,20,2024-03-06,494.16,1211,65,4,7.6,0.054
983,20,2024-03-07,530.58,5012,569,36,0.93,0.1136
984,20,2024-03-08,511.1,3992,161,12,3.17,0.0405
985,20,2024-03-09,376.09,3934,134,11,2.81,0.0341
986,20,2024-03-10,540.07,5935,699,102,0.77,0.1178
987,20,2024-03-11,532.85,3553,304,44,1.75,0.0857
988,20,2024-03-12,567.12,4245,153,11,3.71,0.0362
989,20,2024-03-13,368.44,6742,755,91,0.49,0.112
990,20,2024-03-14,448.33,5857,304,44,1.47,0.0519
991,21,2023-11-01,332.41,5564,425,55,0.78,0.0765
992,21,2023-11-02,307.13,3922,284,40,1.08,0.0724
993,21,2023-11-03,508.44,4207,213,22,2.39,0.0508
994,21,2023-11-04,507.51,4269,410,38,1.24,0.0961
995,21,2023-11-05,387.6,2898,163,14,2.38,0.0563
996,21,2023-11-06,361.31,3417,105,6,3.44,0.0308
997,21,2023-11-07,427.77,3068,367,25,1.17,0.1197
998,21,2023-11-08,349.57,5647,428,46,0.82,0.0759
999,21,2023-11-09,301.9,7016,765,106,0.39,0.1092
1000,21,2023-11-10,443.33,7075,753,86,0.59,0.1066
1001,21,2023-11-11,503.55,6466,452,21,1.11,0.0699
1002,21,2023-11-12,407.4,2077,234,14,1.74,0.1128
1003,21,2023-11-13,317.34,6831,763,53,0.42,0.1118
1004,21,2023-11-14,367.52,2589,55,6,6.68,0.0216
1005,21,2023-11-15,484.18,7338,519,69,0.93,0.0708
1006,21,2023-11-16,313.93,5867,664,44,0.47,0.1132
1007,21,2023-11-17,436.35,1717,92,12,4.74,0.054
1008,21,2023-11-18,289.28,5912,494,66,0.59,0.0837
1009,21,2023-11-19,324.27,2858,84,10,3.86,0.0295
1010,21,2023-11-20,395.62,5013,422,48,0.94,0.0843
1011,21,2023-11-21,511.91,4364,226,13,2.27,0.052
1012,21,2023-11-22,434.82,4359,203,30,2.14,0.0467
1013,21,2023-11-23,373.98,5079,321,47,1.17,0.0633
1014,21,2023-11-24,292.16,5137,504,37,0.58,0.0983
1015,21,2023-11-25,462.79,7898,233,18,1.99,0.0295
1016,21,2023-11-26,299.73,951,33,4,9.08,0.0357
1017,21,2023-11-27,327.91,2517,72,8,4.55,0.0288
1018,21,2023-11-28,480.87,4007,218,14,2.21,0.0545
1019,21,2023-11-29,379.81,7435,355,38,1.07,0.0479
1020,21,2023-11-30,343.45,6266,336,36,1.02,0.0536
1021,21,2023-12-01,302.88,2454,141,13,2.15,0.0576
1022,21,2023-12-02,489.21,7708,750,43,0.65,0.0973
1023,21,2023-12-03,307.84,3055,141,8,2.18,0.0463
1024,21,2023-12-04,297.13,1116,112,7,2.65,0.1011
1025,21,2023-12-05,374.2,1924,170,11,2.2,0.0886
1026,21,2023-12-06,338.75,6768,308,42,1.1,0.0456
1027,21,2023-12-07,477.67,3375,132,15,3.62,0.0392
1028,21,2023-12-08,387.56,3620,300,13,1.29,0.0831
1029,21,2023-12-09,319.55,4001,246,36,1.3,0.0615
1030,21,2023-12-10,488.43,7681,778,52,0.63,0.1014
1031,21,2023-12-11,355.39,1492,104,7,3.42,0.0702
1032,21,2023-12-12,444.89,4684,480,59,0.93,0.1026
1033,21,2023-12-13,454.17,2793,313,40,1.45,0.1123
1034,21,2023-12-14,322.69,6976,352,28,0.92,0.0506
1035,21,2023-12-15,411.18,3440,370,47,1.11,0.1076
1036,21,2023-12-16,395.29,3161,345,38,1.15,0.1092
1037,21,2023-12-17,438.34,5432,636,20,0.69,0.1171
1038,21,2023-12-18,476.97,6008,165,20,2.89,0.0276
1039,21,2023-12-19,511.16,5455,308,28,1.66,0.0566
1040,21,2023-12-20,371.08,947,100,10,3.71,0.1063
1041,21,2023-12-21,507.0,2357,62,6,8.18,0.0265
1042,21,2023-12-22,385.85,5811,243,30,1.59,0.0419
1043,21,2023-12-23,311.8,6276,259,27,1.2,0.0414
1044,21,2023-12-24,498.31,3490,225,19,2.21,0.0645
1045,22,2023-11-22,682.81,3943,334,16,2.04,0.0847
1046,22,2023-11-23,756.76,2680,270,14,2.8,0.1009
1047,22,2023-11-24,986.13,3501,236,18,4.18,0.0675
1048,22,2023-11-25,876.13,6488,681,36,1.29,0.105
1049,22,2023-11-26,1040.23,2595,235,29,4.43,0.0909
1050,22,2023-11-27,603.39,3152,223,16,2.71,0.0709
1051,22,2023-11-28,1061.09,3931,179,6,5.93,0.0456
1052,22,2023-11-29,904.11,4635,445,23,2.03,0.0962
1053,22,2023-11-30,1088.39,3886,173,7,6.29,0.0446
1054,22,2023-12-01,857.34,957,33,4,25.98,0.0348
1055,22,2023-12-02,740.61,5697,522,43,1.42,0.0918
1056,22,2023-12-03,952.84,4869,575,49,1.66,0.1182
1057,22,2023-12-04,737.67,2456,157,16,4.7,0.064
1058,22,2023-12-05,772.54,6252,275,24,2.81,0.0441
1059,22,2023-12-06,1016.4,2711,143,15,7.11,0.053
1060,22,2023-12-07,664.8,3131,94,4,7.07,0.03
1061,22,2023-12-08,712.45,6167,294,13,2.42,0.0477
1062,22,2023-12-09,1017.91,4415,243,12,4.19,0.0552
1063,22,2023-12-10,599.3,3700,381,28,1.57,0.103
1064,22,2023-12-11,615.2,5520,319,43,1.93,0.0579
1065,22,2023-12-12,634.09,3087,298,33,2.13,0.0968
1066,22,2023-12-13,634.5,715,73,9,8.69,0.1025
1067,22,2023-12-14,804.54,5918,312,14,2.58,0.0529
1068,22,2023-12-15,805.78,2500,124,9,6.5,0.0496
1069,22,2023-12-16,1068.93,4453,166,20,6.44,0.0375
1070,22,2023-12-17,593.2,5059,510,73,1.16,0.1009
1071,22,2023-12-18,852.41,6615,532,46,1.6,0.0805
1072,22,2023-12-19,938.31,1237,57,5,16.46,0.0464
1073,22,2023-12-20,1016.06,6235,529,37,1.92,0.085
1074,22,2023-12-21,598.83,7053,274,12,2.19,0.039
1075,22,2023-12-22,783.29,5980,161,6,4.87,0.0271
1076,22,2023-12-23,829.83,7479,345,51,2.41,0.0461
1077,22,2023-12-24,776.39,6252,538,20,1.44,0.0861
1078,22,2023-12-25,668.89,3114,183,27,3.66,0.0589
1079,22,2023-12-26,812.67,3886,148,10,5.49,0.0382
1080,22,2023-12-27,970.81,5284,505,56,1.92,0.0957
1081,22,2023-12-28,816.97,7084,263,36,3.11,0.0372
1082,22,2023-12-29,881.85,4844,477,64,1.85,0.0986
1083,22,2023-12-30,1042.62,1744,73,8,14.28,0.0422
1084,22,2023-12-31,784.63,4117,178,8,4.41,0.0433
1085,22,2024-01-01,922.21,5976,142,19,6.49,0.0238
1086,22,2024-01-02,811.58,3812,165,11,4.92,0.0434
1087,22,2024-01-03,897.98,2448,189,25,4.75,0.0772
1088,22,2024-01-04,719.73,2137,223,23,3.23,0.1048
1089,22,2024-01-05,853.95,1665,173,19,4.94,0.1043
1090,22,2024-01-06,1027.32,7516,304,20,3.38,0.0405
1091,23,2024-06-22,127.6,2405,222,6,0.57,0.0926
1092,23,2024-06-23,148.05,703,46,6,3.22,0.0661
1093,23,2024-06-24,113.35,7551,365,30,0.31,0.0484
1094,23,2024-06-25,189.22,694,33,3,5.73,0.0488
1095,23,2024-06-26,158.22,2766,239,33,0.66,0.0867
1096,23,2024-06-27,103.1,5314,456,17,0.23,0.086
1097,23,2024-06-28,169.91,6601,585,44,0.29,0.0887
1098,23,2024-06-29,154.89,3750,356,40,0.44,0.095
1099,23,2024-06-30,112.38,1263,60,2,1.87,0.0478
1100,23,2024-07-01,155.63,6806,588,40,0.26,0.0865
1101,23,2024-07-02,144.02,1918,168,12,0.86,0.0878
1102,23,2024-07-03,166.38,7729,847,88,0.2,0.1096
1103,23,2024-07-04,166.98,6803,715,74,0.23,0.1052
1104,23,2024-07-05,161.19,7832,204,14,0.79,0.0261
1105,23,2024-07-06,160.08,6448,707,84,0.23,0.1097
1106,23,2024-07-07,106.31,2064,215,26,0.49,0.1044
1107,23,2024-07-08,175.26,6058,135,5,1.3,0.0223
1108,23,2024-07-09,166.94,2864,219,29,0.76,0.0768
1109,23,2024-07-10,130.17,5969,677,46,0.19,0.1136
1110,23,2024-07-11,150.36,1403,39,5,3.86,0.028
1111,23,2024-07-12,176.87,7960,645,56,0.27,0.0811
1112,23,2024-07-13,173.84,2428,138,13,1.26,0.0571
1113,23,2024-07-14,183.44,4580,490,69,0.37,0.107
1114,23,2024-07-15,178.85,5958,523,25,0.34,0.0879
1115,23,2024-07-16,110.32,3494,367,11,0.3,0.1051
1116,23,2024-07-17,139.91,1766,108,6,1.3,0.0615
1117,23,2024-07-18,116.88,723,58,7,2.02,0.0811
1118,23,2024-07-19,105.34,7400,197,24,0.53,0.0267
1119,23,2024-07-20,134.84,7106,337,30,0.4,0.0475
1120,23,2024-07-21,179.25,2303,102,11,1.76,0.0443
1121,23,2024-07-22,168.05,6948,785,116,0.21,0.1131
1122,23,2024-07-23,119.28,1156,131,9,0.91,0.1139
1123,23,2024-07-24,171.74,961,55,4,3.12,0.0572
1124,23,2024-07-25,123.14,6013,285,20,0.43,0.0474
1125,23,2024-07-26,145.71,4336,139,12,1.05,0.0321
1126,23,2024-07-27,187.27,6290,662,41,0.28,0.1053
1127,23,2024-07-28,152.86,6359,320,34,0.48,0.0504
1128,23,2024-07-29,183.38,3041,125,15,1.47,0.0413
1129,23,2024-07-30,173.81,7896,234,18,0.74,0.0297
1130,23,2024-07-31,146.79,2366,85,11,1.73,0.0361
1131,23,2024-08-01,134.26,5199,232,14,0.58,0.0448
1132,23,2024-08-02,154.8,3444,300,23,0.52,0.0873
1133,23,2024-08-03,150.37,6819,247,15,0.61,0.0363
1134,23,2024-08-04,181.77,3378,144,4,1.26,0.0428
1135,23,2024-08-05,131.28,6045,360,37,0.36,0.0597
1136,23,2024-08-06,138.18,5509,610,54,0.23,0.1108
1137,23,2024-08-07,138.61,7856,832,88,0.17,0.106
1138,23,2024-08-08,159.44,3220,211,28,0.76,0.0658
1139,23,2024-08-09,178.8,3217,287,30,0.62,0.0892
1140,23,2024-08-10,118.89,7098,528,62,0.23,0.0745
1141,23,2024-08-11,104.06,7540,320,25,0.33,0.0424
1142,23,2024-08-12,152.02,6700,319,29,0.48,0.0476
1143,23,2024-08-13,155.57,7973,604,33,0.26,0.0758
1144,23,2024-08-14,158.6,3105,287,39,0.55,0.0925
1145,23,2024-08-15,174.76,622,39,1,4.48,0.0636
1146,23,2024-08-16,116.51,5417,383,32,0.3,0.0708
1147,23,2024-08-17,104.07,7552,465,57,0.22,0.0616
1148,23,2024-08-18,139.88,2604,260,30,0.54,0.1
1149,23,2024-08-19,181.17,4270,129,4,1.4,0.0302
1150,23,2024-08-20,188.33,5007,296,12,0.64,0.0592
1151,23,2024-08-21,130.42,2399,86,7,1.52,0.0361
1152,23,2024-08-22,102.44,1008,96,6,1.07,0.0959
1153,23,2024-08-23,145.27,7091,465,38,0.31,0.0657
1154,23,2024-08-24,179.08,2300,160,15,1.12,0.0698
1155,23,2024-08-25,143.06,1191,104,7,1.38,0.0874
1156,23,2024-08-26,183.83,4090,140,7,1.31,0.0344
1157,23,2024-08-27,168.33,604,64,7,2.63,0.1065
1158,23,2024-08-28,104.19,4858,507,37,0.21,0.1044
1159,23,2024-08-29,114.47,7336,175,18,0.65,0.024
1160,23,2024-08-30,118.92,747,26,3,4.57,0.0356
1161,23,2024-08-31,111.77,4069,243,17,0.46,0.0599
1162,24,2024-03-18,483.68,6577,538,47,0.9,0.0818
1163,24,2024-03-19,406.99,4294,304,23,1.34,0.0709
1164,24,2024-03-20,535.89,846,49,5,10.94,0.0589
1165,24,2024-03-21,496.69,3082,354,40,1.4,0.115
1166,24,2024-03-22,533.62,6098,317,14,1.68,0.052
1167,24,2024-03-23,593.45,1579,91,4,6.52,0.0579
1168,24,2024-03-24,527.54,1357,150,13,3.52,0.1113
1169,24,2024-03-25,394.06,2703,216,14,1.82,0.08
1170,24,2024-03-26,524.92,1766,115,7,4.56,0.0655
1171,24,2024-03-27,548.93,5264,302,26,1.82,0.0575
1172,24,2024-03-28,437.08,4252,374,46,1.17,0.088
1173,24,2024-03-29,503.66,6955,522,41,0.96,0.0751
1174,24,2024-03-30,425.17,4398,207,8,2.05,0.0472
1175,24,2024-03-31,467.89,3266,147,12,3.18,0.045
1176,24,2024-04-01,573.41,4591,193,20,2.97,0.0422
1177,24,2024-04-02,356.39,4448,518,37,0.69,0.1166
1178,24,2024-04-03,644.4,4850,524,24,1.23,0.1082
1179,24,2024-04-04,540.34,6016,165,18,3.27,0.0275
1180,24,2024-04-05,484.21,2088,246,20,1.97,0.1182
1181,24,2024-04-06,575.17,5425,594,34,0.97,0.1095
1182,24,2024-04-07,547.03,2023,136,19,4.02,0.0673
1183,24,2024-04-08,362.76,2732,288,17,1.26,0.1056
1184,24,2024-04-09,367.6,4756,437,27,0.84,0.0921
1185,24,2024-04-10,362.18,2376,89,9,4.07,0.0376
1186,24,2024-04-11,415.25,5743,406,59,1.02,0.0708
1187,24,2024-04-12,393.73,4028,350,39,1.12,0.0871
1188,24,2024-04-13,593.4,4340,367,37,1.62,0.0847
1189,24,2024-04-14,562.87,6106,483,30,1.17,0.0792
1190,24,2024-04-15,431.37,3509,118,4,3.66,0.0338
1191,24,2024-04-16,431.87,5077,279,16,1.55,0.0551
1192,24,2024-04-17,424.6,1280,52,4,8.17,0.0407
1193,24,2024-04-18,431.55,4575,419,30,1.03,0.0917
1194,24,2024-04-19,549.76,3560,189,7,2.91,0.0533
1195,24,2024-04-20,503.29,5372,343,28,1.47,0.0639
1196,24,2024-04-21,443.09,4393,177,14,2.5,0.0405
1197,24,2024-04-22,539.88,735,84,4,6.43,0.1153
1198,24,2024-04-23,402.43,5737,218,22,1.85,0.0381
1199,24,2024-04-24,587.89,4963,514,29,1.14,0.1037
1200,24,2024-04-25,571.01,7401,497,62,1.15,0.0672
1201,24,2024-04-26,566.91,2087,61,6,9.29,0.0296
1202,24,2024-04-27,382.0,5711,371,40,1.03,0.0651
1203,24,2024-04-28,381.78,4163,475,55,0.8,0.1142
1204,24,2024-04-29,591.75,2829,164,16,3.61,0.0583
1205,24,2024-04-30,505.43,6847,282,30,1.79,0.0412
1206,24,2024-05-01,518.68,7100,430,27,1.21,0.0606
1207,24,2024-05-02,579.53,5314,582,84,1.0,0.1097
1208,24,2024-05-03,569.68,6931,625,63,0.91,0.0903
1209,24,2024-05-04,484.58,2924,208,10,2.33,0.0712
1210,24,2024-05-05,442.55,7836,549,38,0.81,0.0701
1211,24,2024-05-06,515.43,1687,190,20,2.71,0.1132
1212,24,2024-05-07,608.62,900,74,6,8.22,0.083
1213,24,2024-05-08,452.73,5799,117,11,3.87,0.0202
1214,24,2024-05-09,491.81,4510,500,63,0.98,0.111
1215,24,2024-05-10,556.96,4998,515,26,1.08,0.1031
1216,24,2024-05-11,513.7,6373,343,34,1.5,0.054
1217,24,2024-05-12,416.33,805,87,9,4.79,0.1088
1218,24,2024-05-13,449.41,2203,90,9,4.99,0.0412
1219,24,2024-05-14,448.79,2999,198,11,2.27,0.0662
1220,24,2024-05-15,521.33,4757,149,5,3.5,0.0314
1221,24,2024-05-16,480.5,973,77,8,6.24,0.0794
1222,24,2024-05-17,522.68,4884,297,22,1.76,0.0609
1223,24,2024-05-18,475.82,3732,205,16,2.32,0.0551
1224,24,2024-05-19,520.58,5486,648,86,0.8,0.1183
1225,24,2024-05-20,473.99,4876,510,49,0.93,0.1046
1226,24,2024-05-21,464.82,7327,386,35,1.2,0.0528
1227,24,2024-05-22,521.62,2175,189,10,2.76,0.087
1228,24,2024-05-23,466.51,1244,112,10,4.17,0.0906
1229,24,2024-05-24,389.82,6521,503,15,0.77,0.0772
1230,24,2024-05-25,635.06,1242,91,6,6.98,0.074
1231,24,2024-05-26,444.43,2865,279,29,1.59,0.0975
1232,24,2024-05-27,538.76,2848,88,8,6.12,0.0312
1233,24,2024-05-28,371.11,6897,384,20,0.97,0.0558
1234,24,2024-05-29,629.83,1641,166,13,3.79,0.1017
1235,24,2024-05-30,612.81,4954,456,38,1.34,0.0921
1236,24,2024-05-31,491.03,4021,109,14,4.5,0.0272
1237,24,2024-06-01,492.67,3573,409,30,1.2,0.1147
1238,25,2023-11-06,1837.72,6472,748,26,2.46,0.1156
1239,25,2023-11-07,1529.32,5083,486,47,3.15,0.0958
1240,25,2023-11-08,1645.42,7855,569,62,2.89,0.0726
1241,25,2023-11-09,1839.22,1088,51,3,36.06,0.047
1242,25,2023-11-10,1385.96,5345,307,12,4.51,0.0575
1243,25,2023-11-11,1628.85,6465,211,6,7.72,0.0328
1244,25,2023-11-12,1789.2,5986,619,83,2.89,0.1035
1245,25,2023-11-13,1677.55,4840,234,18,7.17,0.0485
1246,25,2023-11-14,1968.69,7994,788,76,2.5,0.0986
1247,25,2023-11-15,2096.65,5504,463,67,4.53,0.0842
1248,25,2023-11-16,1249.2,4443,282,13,4.43,0.0635
1249,25,2023-11-17,1374.63,7851,800,39,1.72,0.1019
1250,25,2023-11-18,1580.54,4210,327,27,4.83,0.0778
1251,25,2023-11-19,2033.25,2897,176,7,11.55,0.0611
1252,25,2023-11-20,2114.83,4215,285,22,7.42,0.0676
1253,25,2023-11-21,1580.08,1689,110,8,14.36,0.0656
1254,25,2023-11-22,1479.72,5383,307,21,4.82,0.0571
1255,25,2023-11-23,1421.75,2920,297,39,4.79,0.1019
1256,25,2023-11-24,1476.89,3055,349,28,4.23,0.1144
1257,25,2023-11-25,1737.26,6101,650,31,2.67,0.1066
1258,25,2023-11-26,1470.35,7368,235,20,6.26,0.0319
1259,25,2023-11-27,1336.2,1165,97,6,13.78,0.0833
1260,25,2023-11-28,1844.9,4443,197,6,9.36,0.0445
1261,25,2023-11-29,2113.81,5048,600,66,3.52,0.1189
1262,25,2023-11-30,1591.82,3896,318,19,5.01,0.0818
1263,25,2023-12-01,1870.57,1830,42,2,44.54,0.0234
1264,25,2023-12-02,1314.2,2808,183,9,7.18,0.0654
1265,25,2023-12-03,1354.85,5930,632,27,2.14,0.1066
1266,25,2023-12-04,1959.69,5792,613,35,3.2,0.1059
1267,25,2023-12-05,1910.24,4839,445,48,4.29,0.0921
1268,25,2023-12-06,1277.49,6963,517,39,2.47,0.0743
1269,25,2023-12-07,1701.65,6759,454,13,3.75,0.0673
1270,25,2023-12-08,2031.41,4773,569,80,3.57,0.1194
1271,25,2023-12-09,1927.45,4764,258,15,7.47,0.0543
1272,25,2023-12-10,2007.0,6237,725,30,2.77,0.1163
1273,26,2023-09-26,468.95,6755,664,21,0.71,0.0984
1274,26,2023-09-27,385.48,6066,600,61,0.64,0.099
1275,26,2023-09-28,386.97,4903,229,21,1.69,0.0469
1276,26,2023-09-29,377.82,7344,299,13,1.26,0.0408
1277,26,2023-09-30,333.3,6427,714,78,0.47,0.1112
1278,26,2023-10-01,397.77,4399,507,19,0.78,0.1154
1279,26,2023-10-02,447.89,6916,471,34,0.95,0.0682
1280,26,2023-10-03,420.09,4308,298,29,1.41,0.0693
1281,26,2023-10-04,445.45,638,32,2,13.92,0.0511
1282,26,2023-10-05,342.66,6375,170,11,2.02,0.0268
1283,26,2023-10-06,405.04,3056,94,4,4.31,0.0309
1284,26,2023-10-07,430.79,4358,176,16,2.45,0.0404
1285,26,2023-10-08,440.01,7962,742,38,0.59,0.0933
1286,26,2023-10-09,321.74,792,84,10,3.83,0.1071
1287,26,2023-10-10,480.08,4170,270,15,1.78,0.0648
1288,26,2023-10-11,420.65,6907,365,20,1.15,0.0529
1289,26,2023-10-12,407.04,6199,170,8,2.39,0.0275
1290,26,2023-10-13,454.06,6475,527,52,0.86,0.0815
1291,26,2023-10-14,307.49,7928,572,84,0.54,0.0723
1292,26,2023-10-15,412.24,7167,853,100,0.48,0.1191
1293,26,2023-10-16,472.3,5103,189,7,2.5,0.0371
1294,26,2023-10-17,320.59,5364,597,86,0.54,0.1114
1295,26,2023-10-18,511.93,7966,684,39,0.75,0.0859
1296,26,2023-10-19,366.7,7923,631,70,0.58,0.0797
1297,26,2023-10-20,451.31,7694,772,62,0.58,0.1004
1298,26,2023-10-21,372.99,2338,207,11,1.8,0.0888
1299,26,2023-10-22,342.02,1648,196,13,1.74,0.1191
1300,26,2023-10-23,556.05,2888,192,18,2.9,0.0665
1301,26,2023-10-24,530.11,4378,271,37,1.96,0.062
1302,26,2023-10-25,552.97,1269,71,2,7.79,0.0567
1303,26,2023-10-26,379.52,6259,595,27,0.64,0.0952
1304,26,2023-10-27,432.41,2805,163,14,2.65,0.0583
1305,26,2023-10-28,323.0,7104,774,43,0.42,0.109
1306,26,2023-10-29,362.95,7920,925,105,0.39,0.1168
1307,26,2023-10-30,463.37,6438,580,17,0.8,0.0902
1308,26,2023-10-31,443.41,5312,473,53,0.94,0.0891
1309,26,2023-11-01,399.22,7153,315,45,1.27,0.0441
1310,26,2023-11-02,348.3,7107,573,20,0.61,0.0808
1311,26,2023-11-03,509.82,4398,120,4,4.25,0.0274
1312,26,2023-11-04,483.46,7369,542,53,0.89,0.0737
1313,26,2023-11-05,472.58,827,34,2,13.9,0.0411
1314,26,2023-11-06,477.76,4278,491,18,0.97,0.115
1315,26,2023-11-07,513.64,3832,428,57,1.2,0.1117
1316,26,2023-11-08,316.3,1339,107,7,2.96,0.0801
1317,26,2023-11-09,322.52,4284,107,5,3.01,0.0251
1318,26,2023-11-10,323.65,6827,596,64,0.54,0.0873
1319,26,2023-11-11,551.36,5215,366,25,1.51,0.0702
1320,26,2023-11-12,521.74,4861,247,18,2.11,0.0509
1321,26,2023-11-13,399.74,6012,162,18,2.47,0.0271
1322,26,2023-11-14,400.62,7855,784,97,0.51,0.0999
1323,26,2023-11-15,325.75,4546,154,22,2.12,0.034
1324,26,2023-11-16,514.68,4420,235,14,2.19,0.0532
1325,26,2023-11-17,414.51,7413,185,24,2.24,0.025
1326,26,2023-11-18,508.88,1535,47,5,10.83,0.0307
1327,26,2023-11-19,366.36,2445,222,30,1.65,0.0909
